visual_first_3_seconds,voice_first_3_seconds,background_music_type_first_3_seconds,seven_day_views,year,quarter,month,target,last_day_tags,Primary_Category_1_grouped,Video_Type_1_1_final,Video_Type_1_2_final,voice_first_3_seconds_grouped,thumbnail_1_grouped,thumbnail_sentiment_1_grouped,thumbnail_sentiment_2_grouped,time_distribution,date
famous personality (fp),voice of famous personality (fpv),relevant,406458,2019,4,11,high,not_editable,politics,rare,no_video_type_1,voice of famous personality (fpv),famous personality,neutral,no_thumbnail_sentiment,6 PM - 9 PM,2019-11-28
famous personality (fp),text only (to),loud,6147,2019,4,11,low,not_editable,sports & games,rare,no_video_type_1,text only (to),famous personality,happy,no_thumbnail_sentiment,6 AM - 9 AM,2019-11-29
other,text only (to),neutral,3726,2019,4,12,low,tags,places,informative,no_video_type_1,text only (to),rare,neutral,no_thumbnail_sentiment,9 AM - 12 PM,2019-12-02
commoner (np),text only (to),relevant,5153,2019,4,12,low,tags,lifestyle,informative,no_video_type_1,text only (to),commoner,happy,action,6 PM - 9 PM,2019-12-04
other,text only (to),relevant,1757,2019,4,11,low,tags,rare,emotions,emotions,text only (to),object,action,no_thumbnail_sentiment,12 PM - 03 PM,2019-11-27
commoner (np),common voice (optv),neutral,7323,2019,4,11,low,tags,judiciary & crime,emotions,inspiring,common voice (optv),rare,rare,action,9 AM - 12 PM,2019-11-29
commoner (np),common voice (optv),no music,52817,2019,4,11,high,tags,entertainment,rare,emotions,common voice (optv),famous personality,happy,no_thumbnail_sentiment,6 AM - 9 AM,2019-11-29
commoner (np),text only (to),loud,11137,2019,4,12,low,tags,lifestyle,emotions,no_video_type_1,text only (to),commoner,happy,no_thumbnail_sentiment,3 PM - 6 PM,2019-12-08
commoner (np),common voice (optv),no music,9001,2019,4,12,low,tags,lifestyle,inspiring,emotions,common voice (optv),commoner,happy,no_thumbnail_sentiment,12 PM - 03 PM,2019-12-09
commoner (np),common voice (optv),relevant,6991,2019,4,11,low,tags,places,inspiring,informative,common voice (optv),commoner,happy,no_thumbnail_sentiment,9 PM - 12 AM,2019-11-29
commoner (np),text only (to),relevant,6643,2019,4,12,low,tags,rare,inspiring,informative,text only (to),commoner,happy,no_thumbnail_sentiment,6 AM - 9 AM,2019-12-14
other,text only (to),relevant,20357,2019,4,11,low,tags,judiciary & crime,emotions,rare,text only (to),rare,neutral,no_thumbnail_sentiment,6 AM - 9 AM,2019-11-30
commoner (np),text only (to),relevant,4503,2019,4,11,low,tags,rare,rare,emotions,text only (to),commoner,anger,no_thumbnail_sentiment,6 PM - 9 PM,2019-11-29
other,other,no music,18046,2019,4,11,low,tags,lifestyle,inspiring,rare,other,famous personality,happy,no_thumbnail_sentiment,6 AM - 9 AM,2019-11-28
crowd,crowd,relevant,6585,2019,4,11,low,tags,politics,emotions,no_video_type_1,rare,crowd,anger,action,6 AM - 9 AM,2019-11-27
commoner (np),text only (to),relevant,9880,2019,4,12,low,tags,rare,emotions,inspiring,text only (to),commoner,happy,no_thumbnail_sentiment,6 PM - 9 PM,2019-12-08
commoner (np),voice over (vo),relevant,3679,2019,4,11,low,tags,judiciary & crime,day-specific,no_video_type_1,rare,rare,neutral,no_thumbnail_sentiment,3 PM - 6 PM,2019-11-26
other,text only (to),neutral,11698,2019,4,11,low,tags,judiciary & crime,day-specific,no_video_type_1,text only (to),object,rare,action,3 PM - 6 PM,2019-11-26
famous personality (fp),text only (to),neutral,8012,2019,4,12,low,not_editable,rare,rare,no_video_type_1,text only (to),famous personality,happy,no_thumbnail_sentiment,12 PM - 03 PM,2019-12-11
famous personality (fp),voice of famous personality (fpv),neutral,8264,2019,4,11,low,tags,sports & games,day-specific,rare,voice of famous personality (fpv),famous personality,neutral,no_thumbnail_sentiment,9 AM - 12 PM,2019-11-27
crowd,text only (to),relevant,6559,2019,4,11,low,tags,sports & games,rare,no_video_type_1,text only (to),famous personality,happy,rare,3 PM - 6 PM,2019-11-24
other,common voice (optv),relevant,108526,2019,4,11,high,tags,judiciary & crime,emotions,no_video_type_1,common voice (optv),object,rare,no_thumbnail_sentiment,6 AM - 9 AM,2019-11-26
famous personality (fp),voice of famous personality (fpv),no music,5642,2019,4,11,low,not_editable,politics,emotions,informative,voice of famous personality (fpv),famous personality,happy,no_thumbnail_sentiment,6 PM - 9 PM,2019-11-23
commoner (np),common voice (optv),neutral,15001,2019,4,11,low,tags,judiciary & crime,inspiring,informative,common voice (optv),commoner,rare,no_thumbnail_sentiment,9 AM - 12 PM,2019-11-26
famous personality (fp),voice of famous personality (fpv),relevant,11496,2019,4,11,low,tags,politics,informative,no_video_type_1,voice of famous personality (fpv),famous personality,rare,no_thumbnail_sentiment,6 PM - 9 PM,2019-11-22
other,text only (to),loud,10156,2019,4,11,low,tags,government,informative,no_video_type_1,text only (to),object,neutral,no_thumbnail_sentiment,3 PM - 6 PM,2019-11-22
other,text only (to),relevant,38627,2019,4,11,average,tags,lifestyle,informative,no_video_type_1,text only (to),commoner,happy,no_thumbnail_sentiment,12 PM - 03 PM,2019-11-22
other,text only (to),relevant,17989,2020,1,1,low,tags,lifestyle,inspiring,informative,text only (to),commoner,neutral,no_thumbnail_sentiment,6 PM - 9 PM,2020-01-01
commoner (np),text only (to),relevant,16948,2019,4,11,low,tags,sports & games,emotions,no_video_type_1,text only (to),commoner,happy,rare,6 AM - 9 AM,2019-11-28
famous personality (fp),text only (to),loud,28941,2019,4,11,low,tags,sports & games,day-specific,rare,text only (to),famous personality,happy,rare,9 AM - 12 PM,2019-11-25
other,other,no music,35018,2019,4,11,low,tags,rare,rare,no_video_type_1,other,famous personality,action,no_thumbnail_sentiment,9 AM - 12 PM,2019-11-28
commoner (np),common voice (optv),relevant,13071,2019,4,11,low,not_editable,rare,rare,no_video_type_1,common voice (optv),object,neutral,no_thumbnail_sentiment,3 PM - 6 PM,2019-11-21
commoner (np),text only (to),relevant,9263,2019,4,11,low,tags,rare,rare,no_video_type_1,text only (to),commoner,happy,no_thumbnail_sentiment,6 AM - 9 AM,2019-11-21
commoner (np),text only (to),relevant,20277,2019,4,11,low,tags,environment/ecosystem,inspiring,no_video_type_1,text only (to),commoner,neutral,no_thumbnail_sentiment,9 AM - 12 PM,2019-11-22
famous personality (fp),voice of famous personality (fpv),relevant,41874,2019,4,11,high,tags,global news,emotions,no_video_type_1,voice of famous personality (fpv),famous personality,neutral,no_thumbnail_sentiment,6 PM - 9 PM,2019-11-20
commoner (np),common voice (optv),no music,1890,2019,4,11,low,not_editable,rare,emotions,rare,common voice (optv),commoner,action,no_thumbnail_sentiment,3 PM - 6 PM,2019-11-20
other,text only (to),relevant,5861,2019,4,11,low,tags,technology & innovations,explainers,no_video_type_1,text only (to),object,neutral,no_thumbnail_sentiment,9 AM - 12 PM,2019-11-21
other,text only (to),relevant,15655,2019,4,11,low,tags,rare,informative,no_video_type_1,text only (to),object,neutral,no_thumbnail_sentiment,6 PM - 9 PM,2019-11-23
commoner (np),text only (to),relevant,8031,2019,4,11,low,tags,lifestyle,emotions,no_video_type_1,text only (to),commoner,neutral,no_thumbnail_sentiment,6 AM - 9 AM,2019-11-24
other,text only (to),no music,2844,2019,4,11,low,tags,politics,rare,rare,text only (to),object,action,no_thumbnail_sentiment,3 PM - 6 PM,2019-11-19
commoner (np),text only (to),relevant,18648,2019,4,11,low,tags,lifestyle,rare,rare,text only (to),commoner,happy,no_thumbnail_sentiment,6 PM - 9 PM,2019-11-19
famous personality (fp),text only (to),relevant,25706,2019,4,11,low,tags,sports & games,rare,day-specific,text only (to),famous personality,neutral,no_thumbnail_sentiment,9 AM - 12 PM,2019-11-20
other,text only (to),loud,13855,2019,4,11,low,tags,places,informative,day-specific,text only (to),rare,neutral,no_thumbnail_sentiment,3 PM - 6 PM,2019-11-18
commoner (np),text only (to),relevant,11839,2019,4,11,low,tags,environment/ecosystem,inspiring,no_video_type_1,text only (to),commoner,happy,no_thumbnail_sentiment,6 PM - 9 PM,2019-11-24
commoner (np),common voice (optv),relevant,19490,2019,4,11,low,tags,environment/ecosystem,rare,no_video_type_1,common voice (optv),commoner,neutral,no_thumbnail_sentiment,6 PM - 9 PM,2019-11-18
commoner (np),common voice (optv),relevant,20388,2019,4,11,low,tags,rare,rare,no_video_type_1,common voice (optv),rare,rare,action,6 PM - 9 PM,2019-11-27
other,text only (to),relevant,12736,2019,4,11,low,not_editable,rare,rare,no_video_type_1,text only (to),famous personality,happy,no_thumbnail_sentiment,6 PM - 9 PM,2019-11-26
commoner (np),voice over (vo),relevant,7794,2019,4,11,low,tags,rare,emotions,rare,rare,commoner,action,no_thumbnail_sentiment,3 PM - 6 PM,2019-11-16
famous personality (fp),text only (to),relevant,7823,2019,4,11,low,tags,politics,rare,rare,text only (to),famous personality,happy,no_thumbnail_sentiment,6 PM - 9 PM,2019-11-16
commoner (np),common voice (optv),relevant,78425,2019,4,11,high,tags,global news,informative,no_video_type_1,common voice (optv),commoner,happy,no_thumbnail_sentiment,6 PM - 9 PM,2019-11-15
commoner (np),text only (to),neutral,5637,2019,4,11,low,not_editable,places,informative,no_video_type_1,text only (to),rare,neutral,no_thumbnail_sentiment,6 AM - 9 AM,2019-11-18
famous personality (fp),voice of famous personality (fpv),relevant,1378998,2019,4,11,high,tags,politics,day-specific,rare,voice of famous personality (fpv),famous personality,happy,no_thumbnail_sentiment,6 AM - 9 AM,2019-11-17
commoner (np),common voice (optv),relevant,11797,2019,4,11,low,not_editable,rare,emotions,rare,common voice (optv),commoner,happy,no_thumbnail_sentiment,12 PM - 03 PM,2019-11-15
other,text only (to),relevant,11645,2019,4,11,low,tags,judiciary & crime,rare,no_video_type_1,text only (to),famous personality,neutral,no_thumbnail_sentiment,12 PM - 03 PM,2019-11-15
famous personality (fp),voice of famous personality (fpv),relevant,5127,2019,4,11,low,not_editable,global news,rare,no_video_type_1,voice of famous personality (fpv),famous personality,happy,no_thumbnail_sentiment,3 PM - 6 PM,2019-11-14
famous personality (fp),text only (to),neutral,13784,2019,4,11,low,tags,judiciary & crime,informative,no_video_type_1,text only (to),famous personality,happy,no_thumbnail_sentiment,9 AM - 12 PM,2019-11-18
famous personality (fp),voice over (vo),neutral,28932,2019,4,11,low,tags,rare,day-specific,rare,rare,famous personality,action,no_thumbnail_sentiment,6 AM - 9 AM,2019-11-19
commoner (np),text only (to),loud,2263,2019,4,11,low,not_editable,sports & games,informative,no_video_type_1,text only (to),commoner,rare,no_thumbnail_sentiment,9 AM - 12 PM,2019-11-16
commoner (np),text only (to),no music,64608,2019,4,11,high,tags,global news,rare,no_video_type_1,text only (to),commoner,happy,no_thumbnail_sentiment,3 PM - 6 PM,2019-11-14
commoner (np),common voice (optv),no music,7472,2019,4,12,low,tags,lifestyle,rare,no_video_type_1,common voice (optv),commoner,happy,no_thumbnail_sentiment,6 AM - 9 AM,2019-12-22
commoner (np),text only (to),loud,8146,2019,4,11,low,tags,technology & innovations,informative,no_video_type_1,text only (to),commoner,happy,no_thumbnail_sentiment,9 AM - 12 PM,2019-11-24
commoner (np),other,no music,16744,2019,4,11,low,tags,lifestyle,inspiring,no_video_type_1,other,rare,happy,no_thumbnail_sentiment,6 PM - 9 PM,2019-11-24
commoner (np),text only (to),relevant,166748,2019,4,11,high,no_tags,lifestyle,inspiring,no_video_type_1,text only (to),commoner,happy,no_thumbnail_sentiment,12 PM - 03 PM,2019-11-14
famous personality (fp),voice of famous personality (fpv),no music,10093,2019,4,11,low,not_editable,government,informative,no_video_type_1,voice of famous personality (fpv),rare,action,no_thumbnail_sentiment,6 PM - 9 PM,2019-11-13
commoner (np),common voice (optv),neutral,6363,2019,4,11,low,tags,government,explainers,no_video_type_1,common voice (optv),rare,neutral,no_thumbnail_sentiment,3 PM - 6 PM,2019-11-13
crowd,common voice (optv),no music,8129,2019,4,11,low,tags,judiciary & crime,emotions,no_video_type_1,common voice (optv),crowd,anger,action,6 PM - 9 PM,2019-11-12
other,text only (to),neutral,31727,2019,4,12,low,tags,environment/ecosystem,inspiring,no_video_type_1,text only (to),commoner,happy,no_thumbnail_sentiment,6 AM - 9 AM,2019-12-31
other,other,no music,3140,2019,4,11,low,tags,rare,rare,no_video_type_1,other,object,action,no_thumbnail_sentiment,6 AM - 9 AM,2019-11-13
crowd,common voice (optv),no music,7242,2019,4,11,low,tags,judiciary & crime,day-specific,no_video_type_1,common voice (optv),famous personality,happy,no_thumbnail_sentiment,6 AM - 9 AM,2019-11-15
other,voice over (vo),relevant,22469,2019,4,11,low,tags,lifestyle,day-specific,rare,rare,famous personality,happy,no_thumbnail_sentiment,6 AM - 9 AM,2019-11-12
other,text only (to),relevant,4948,2019,4,11,low,tags,politics,day-specific,rare,text only (to),famous personality,happy,no_thumbnail_sentiment,6 AM - 9 AM,2019-11-14
commoner (np),common voice (optv),relevant,4893,2019,4,11,low,tags,politics,day-specific,rare,common voice (optv),commoner,happy,no_thumbnail_sentiment,6 PM - 9 PM,2019-11-11
other,text only (to),relevant,3007,2019,4,11,low,tags,global news,emotions,rare,text only (to),famous personality,neutral,no_thumbnail_sentiment,3 PM - 6 PM,2019-11-11
famous personality (fp),text only (to),relevant,3129,2019,4,11,low,tags,politics,emotions,no_video_type_1,text only (to),famous personality,anger,no_thumbnail_sentiment,3 PM - 6 PM,2019-11-11
famous personality (fp),voice of famous personality (fpv),low,8713,2019,4,11,low,tags,entertainment,rare,no_video_type_1,voice of famous personality (fpv),famous personality,happy,no_thumbnail_sentiment,9 AM - 12 PM,2019-11-13
commoner (np),text only (to),neutral,3588,2019,4,11,low,tags,lifestyle,inspiring,no_video_type_1,text only (to),commoner,happy,no_thumbnail_sentiment,6 AM - 9 AM,2019-11-25
commoner (np),text only (to),neutral,9833,2019,4,11,low,no_tags,rare,inspiring,rare,text only (to),commoner,happy,no_thumbnail_sentiment,3 PM - 6 PM,2019-11-12
commoner (np),common voice (optv),neutral,7734,2019,4,11,low,tags,judiciary & crime,informative,explainers,common voice (optv),rare,neutral,no_thumbnail_sentiment,6 PM - 9 PM,2019-11-09
famous personality (fp),text only (to),relevant,3382,2019,4,11,low,no_tags,politics,emotions,no_video_type_1,text only (to),famous personality,happy,no_thumbnail_sentiment,3 PM - 6 PM,2019-11-08
famous personality (fp),voice of famous personality (fpv),relevant,182283,2019,4,11,high,tags,politics,rare,no_video_type_1,voice of famous personality (fpv),famous personality,happy,no_thumbnail_sentiment,6 AM - 9 AM,2019-11-09
other,voice over (vo),relevant,4303,2019,4,11,low,not_editable,places,informative,no_video_type_1,rare,rare,neutral,no_thumbnail_sentiment,6 AM - 9 AM,2019-11-08
famous personality (fp),text only (to),neutral,7298,2019,4,11,low,tags,government,informative,no_video_type_1,text only (to),crowd,happy,no_thumbnail_sentiment,9 AM - 12 PM,2019-11-08
famous personality (fp),voice of famous personality (fpv),relevant,1351453,2019,4,11,high,tags,politics,rare,no_video_type_1,voice of famous personality (fpv),famous personality,action,no_thumbnail_sentiment,6 PM - 9 PM,2019-11-08
commoner (np),common voice (optv),no music,242116,2019,4,11,high,not_editable,politics,rare,no_video_type_1,common voice (optv),commoner,action,no_thumbnail_sentiment,6 AM - 9 AM,2019-11-09
crowd,text only (to),neutral,3934,2019,4,11,low,not_editable,rare,day-specific,rare,text only (to),famous personality,neutral,no_thumbnail_sentiment,9 AM - 12 PM,2019-11-07
famous personality (fp),voice of famous personality (fpv),no music,60960,2019,4,11,high,tags,politics,informative,no_video_type_1,voice of famous personality (fpv),famous personality,happy,no_thumbnail_sentiment,6 AM - 9 AM,2019-11-09
commoner (np),common voice (optv),relevant,9290,2019,4,11,low,not_editable,judiciary & crime,explainers,no_video_type_1,common voice (optv),famous personality,neutral,no_thumbnail_sentiment,6 AM - 9 AM,2019-11-09
other,text only (to),loud,40154,2019,4,11,high,tags,judiciary & crime,explainers,no_video_type_1,text only (to),rare,neutral,no_thumbnail_sentiment,6 PM - 9 PM,2019-11-06
crowd,text only (to),relevant,66129,2019,4,11,high,tags,places,informative,no_video_type_1,text only (to),rare,neutral,no_thumbnail_sentiment,6 PM - 9 PM,2019-11-05
crowd,text only (to),loud,6506,2019,4,11,low,not_editable,technology & innovations,informative,no_video_type_1,text only (to),commoner,neutral,no_thumbnail_sentiment,9 AM - 12 PM,2019-11-10
famous personality (fp),voice over (vo),relevant,9606,2019,4,11,low,tags,rare,inspiring,no_video_type_1,rare,famous personality,happy,no_thumbnail_sentiment,6 AM - 9 AM,2019-11-07
famous personality (fp),voice over (vo),relevant,6827,2019,4,11,low,tags,rare,inspiring,no_video_type_1,rare,famous personality,happy,no_thumbnail_sentiment,12 PM - 03 PM,2019-11-21
